Word	Category	WordClass	TranslationEng	TranslationEpo	Do not remove (Proofreading)	Tags	SearchTermsEng	TransNote	LexiliAsel	Hyphenation	Synonyms	Antonyms	slug_mod	OfficialWord	TranslationSpa	TranslationDeu	TranslationFra	TranslationRus	TranslationZho	TranslationHin	TranslationAra	Etymological support	
nubwali	derived	t	adj: prophetic; adv: prophetically	profeta; profete					nubwa + -li					FALSE	profético; proféticamente		prophétique; prophétiquement						
nudi	root	t	adj: nude, naked; adv: nakedly	nuda; nude					Englisa (nude, nudist), Doycisa (Nudist), Fransesa (nudiste), Espanisa (nudista), Rusisa (нудист “nudist”), Indonesisa (nudis)					TRUE	desnudo, desvestido, pilucho, chulón, calancho; (des)nudamente, al desnudo, in púribus, en cueros, en pelotas								
nuedesyum	derived	t	adj: ninetieth	naŭdeka; naŭdeke					nue + des + -yum					FALSE	nonagésimo								
nueple	derived	t	adj: nonuple, ninefold; adv: ninefold	naŭobla; naŭoble					nue + -ple					FALSE	nónuple								
nueyum	derived	t	adj: ninth	naŭa; naŭe					nue + -yum					FALSE	noveno, nono								
numerli 	derived	t	adj: numeric, numerical; adv: numerically	nombra; nombre					numer + -li					FALSE	numérico; numéricamente								
nunli	derived	t	adj: present, current; adv: presently, currently, now	nuna; nune					nun + -li					FALSE	presente, actual, vigente, al día; actualmente, ahora								
nunligido	derived	t	adj: updated, up-to-date	ĝisdatigita; ĝisdatigite					nun + -li + -gi + -do					FALSE	actualizado, al día								
nyanli	derived	t	adj: yearly, annual; adv: yearly, annually	jara; jare					nyan + -li					FALSE	anual, del año								
nyatudo	derived	t	adj: intended	intencita					nyatu + -do					FALSE	intencionado, a propósito								
obsesido	derived	t	adj: obsessed	obsedita					obsesi + -do					FALSE	obsesionado								
obsesifil	derived	t	adj: obsessive; adv: obsessively	obsedema					obsesi + -fil					FALSE	obsesivo (_inclinado a la obsesión_)								
obsesili	derived	t	adj: obsessive (_of or relating to_); adv: obsessively	obsesa; obsese					obsesi + -li					FALSE	obsesivo (_relativo a la obsesión_)								
ocodesyum	derived	t	adj: eightieth	okdeka; okdeke					oco + des + -yum					FALSE	octogésimo								
ocople	derived	t	adj: octuple, eightfold; adv: eightfold	okopla; okople					oco + -ple					FALSE	óctuple								
ocoyum	derived	t	adj: eighth	oka; oke					oco + -yum					FALSE	octavo								
ofaselli	derived	t	adj: aboriginal, indigenous, native	indiĝena, aborigena, denaska, enlanda					of- + asel + -li					FALSE	indígena, aborigen, nativo, autóctono								
ogarible	derived	t	adj: habitable; adv: habitably	enloĝebla; enloĝeble					ogar + ible					FALSE	habitable								
ogarli	derived	t	adj: domestic; adv: domestically	doma, hejma					ogar + -li					FALSE	casero, doméstico; caseramente, domésticamente								
ogasmoli	derived	t	adj: orgasmic; adv: orgasmically	orgasma; orgamse		sekso			orgasmo + -li					FALSE									
ojetoli	derived	t	adj: transitive; adv: transitively	transitiva, objekta; transitive, objekte					ojeto + -li					FALSE	transitivo; transitivamente								
okoabil	derived	t	adj: sighted	vidpova					oko + abil			okonenabil		FALSE	vidente, capaz de ver								
okobisu	derived	t	adj: must-see	videnda; vidende					oko + bisu		beokomusi			FALSE	que hay que ver								
okodo	derived	t	adj: seen, viewed	vidita					oko + -do					FALSE	visto								
okoible	derived	t	adj: visible; adv: visibly	videbla; videble					oko + ible					FALSE	visible; visiblemente								
okoli	derived	t	adj: visual; adv: visually	vida; vide					oko + -li					FALSE	visual; visualmente								
okonenabil	derived	t	adj: blind; adv: blindly	blinda, senvida; blinde, senvinde					oko + nen- + abil			okoabil		FALSE	ciego; ciegamente								
okonenible	derived	t	adj: invisible; adv: invisibly	nevidebla; nevideble					oko + nen- + ible					FALSE	invisible; invisiblemente								
onexado	derived	t	adj: shown, demonstrated, displayed	montritra, demonstrita, vidigita					onexa + -do					FALSE	mostrado, enseñado, presentado, exhibido, expuesto								
onxalakal	derived	t	adj: hopeless; adv: hopelessly	senespera; senespere					onxala + -kal			onxalapul		FALSE	sin esperanza								
onxalapul	derived	t	adj: hopeful; adv: hopefully	esperplena; esperplene					onxala + -pul			onxalakal		FALSE	esperanzado; con esperanza								
opos	root	t	adj: opposite, counter-; adv: oppositely	mala; male					Englisa (opposite), Fransesa (opposé), Espanisa (opuesto)					TRUE	opuesto, contrario; opuestamente, contrariamente								
opsyonli	derived	t	adj: optional; adv: optionally	opcia; opcie					opsyon + -li					FALSE	opcional; opcionalmente								
orange	root	t	adj: orange (_color/colour_)	oranĝkolora		kolor		kompara: bortokal	Englisa (orange), Fransesa (orange), Doycisa (Orange), Rusisa (оранжевый “oranjeviy”), Turkisa (turuncu), Hindi (नारंगी “nāraṅgī”), Parsisa (نارنجی “nâranji”), Telugusa (నారింజ “nāriñja”), Niponsa (オレンジ色 “orenji-iro”)					TRUE	(de color) anaranjado, naranja	orange	orange	оранжевый					
ordinari	root	t	adj: ordinary, typical; adv: ordinarily, typically	ordinara; ordinare					Englisa (ordinary), Fransesa (ordinaire), Doycisa (ordinär), Rusisa (ординарный “ordinarniy”), Espanisa (ordinario), Pilipinasa (ordinaryo)					TRUE	ordinario; ordinariamente								
oreabil	derived	t	adj: hearing	aŭdpova					ore + abil			orenenabil		FALSE	oyente, capaz de oír								
oredo	derived	t	adj: heard	aŭdita					ore + -do					FALSE	oído, escuchado								
oreible	derived	t	adj: audible; adv: audibly	aŭdebla; aŭdeble					ore + ible					FALSE	audible; audiblemente								
orenenabil	derived	t	adj: deaf	surda; surde					ore + nen- + abil			oreabil		FALSE	sordo (_que no puede oír_)								
organisado	derived	t	adj: organized, organised	organizita					organisa + -do					FALSE	organizado								
orgasmoabil	derived	t	adj: orgasmic; adv: orgasmically	orgasmopova		sekso			orgasmo + abil					FALSE									
orgasmonenabil	derived	t	adj: inorgasmic; adv: inorgasmically	malorgasmopova		sekso			orgasmo + nen- + abil					FALSE									
orgasmosim	derived	t	adj: orgasmic; adv: orgasmically	orgasmeca		sekso			orgasmo + -sim					FALSE									
orkestrali	derived	t	adj: orchestral; adv: orchestrally	okrestra					orkestra + -li					FALSE	orquestal								
oroojetoli	derived	t	adj: ambitransitive; adv: ambitransitively	ambaŭtransitiva; ambaŭtransitive					oro + ojeto + -li					FALSE	ambitransitivo								
orto	root	t	adj: right, upright, erect; adv: uprightly, erectly	orta, rekta, rektangula; orte, rekte, rektangule					Englisa (ortho-), Espanisa (orto-), Fransesa (ortho-), Rusisa (орто- “orto-”), Doycisa (ortho-), Turkisa (ortografi), Indonesisa (ortografi), Pilipinasa (ortograpiya), Elinisa (ορθός “ortos”)					TRUE	erguido, erecto, vertical; verticalmente								
ortogonali	derived	t	adj: perpendicular, orthogonal; adv: perpendicularly, orthogonally	orta, perpendikla, perpendikulara; orte, perpendikle					orto + gona + -li					FALSE	perpendicular, ortogonal, normal; perpendicularmente, ortogonalmente, normalmente, en ángulo recto								
orugado	derived	t	adj: wrinkled	faltita, sulkita					oruga + -do					FALSE	arrugado, fruncido								
osisli	derived	t	adj: pathological; adv: pathologically	patologia; patologie					osis + -li					FALSE	patológico; patológicamente								
otima	root	t	adj: optimal, optimum, best possible, awesome (_informal_); adv: optimally	optimuma, plejbona, mojosega (_neformale_); optimume, plejbone, mojosege (_neformale_)					Englisa (optimal), Fransesa (optimal), Doycisa (optimal), Rusisa (оптимальный “optimalniy”), Espanisa (óptima, óptimo), Turkisa (optimal), Indonesisa (optimal), Portugalsa (ótima, ótimo)			pesima		TRUE	óptimo, mejor posible; óptimamente; genial (_uso informal_), estupendo								
otimaismoli	derived	t	adj: optimistic, positive; adv: optimistically, positively	optimisma; optimisme					otima + -ismo + -li			pesimasimoli		FALSE	optimista	optimistisch	optimiste						
ovarili	derived	t	adj: ovarian	ovaria					ovari + -li					FALSE	ovárico								
ovofigurali	derived	t	adj: oval, egg-shaped	ovala, ovoforma					ovo + figura + -li					FALSE	oval(ado), ovoide, aovado, con forma de huevo								
pagan	root	t	adj: pagan, heathen	pagana		dini			Englisa (pagan), Espanisa (pagano), Fransesa (païen, paganisme), Doycisa (Paganismus), Hindi (पेगन “pegan”), Telugusa (పాగన్ “pagan”), Swahilisa (-pagani), Parsisa (پاگان “pagan”), Turkisa (pagan), Niponsa (ペイガン “peygan”), Vyetnamsa (pagan giáo)					FALSE	pagano	heidnisch	païen	языческий					
pahna	root	t	adj: wide, broad; adv: broadly	larĝa; larĝe					Parsisa (پهن‎ “pahn”), Swahilisa (pana)			sempay		TRUE	ancho, amplio								
pahnaday	derived	t	adj: vast; adv: vastly	vasta; vaste					pahna + -day					FALSE	vasto, gran(de), amplio, inmenso, dilatado								
paketido	derived	t	adj: packed, packaged	pakita					paketi + -do					FALSE	empacado, empaquetado, embalado								
palado	derived	t	adj: spoken	parolata, parola					pala + -do					FALSE	hablado								
palafil	derived	t	adj: talkative; adv: talkatively	parolema; paroleme					pala + -fil					FALSE	parlanchín, hablador								
palali	derived	t	adj: verbal; adv: verbally	parola; parole					pala + -li					FALSE	verbal; verbalmente								
pamdo	derived	t	adj: fired, shot	pafita					pam + -do					FALSE	disparado, tirado								
pamne	derived	t	adj: firing, shooting	pafanta					pam + -ne					FALSE	que dispara, que tira								
pandendo	derived	t	adj: climbed, clambered, scaled	grimpita					panden + -do					FALSE	escalado, subido, ascendido, trepado								
pangu	root	t	adj: flat, even; adv: flatly, evenly	plata, ebena; plate, ebene					Putunhwa (平 “píng”), Koreasa (평평하다 “pyeongpyeonghada”, 판판하다 “panpanhada”), Vyetnamsa (bằng, phẳng)					TRUE	plano, llano								
panikocune	derived	t	adj: panicking	panikanta, panika					paniko + -cu + -ne		panikone			FALSE	en pánico								
panikodo	derived	t	adj: panicked	panikita, panika					paniko + -do					FALSE	(hecho entrar) en pánico								
panikone	derived	t	adj: panicking	panikanta, panika					paniko + -ne					FALSE	en pánico								
panikopul	derived	t	adj: panicked, in a panic; adv: in a panic	panika, panikita					paniko + -pul					FALSE	en pánico								
paracutune	derived	t	adj: parachuting	paraŝutanta					paracutu + -ne					FALSE	que se lanza en paracaídas								
paradene	derived	t	adj: marching, parading	paradanta, marŝanta, defilanta					parade + -ne					FALSE	que marcha, que desfila								
paradoksali	derived	t	adj: paradoxical; adv: paradoxically	paradoksa; paradokse					paradoksa + -li					FALSE	paradójico; paradójicamente								
paralel	root	t	adj: parallel; adv: in parallel	paralela; paralele		matemati			Englisa (parallel), Espanisa (paralelo), Fransesa (parallèle), Rusisa (параллельный “parallyelyniy”), Doycisa (parallel), Portugalsa (paralelo), Italisa (parallelo), Indonesisa (paralel), Pilipinasa (paralel), Turkisa (paralel)					TRUE	paralelo; paralelamente								
paralisido	derived	t	adj: paralyzed, paralysed	paralizita					paralisi + -do					FALSE	paralizado								
paranoydo	derived	t	adj: paranoid; adv: paranoidly	paranoja; paranoje					paranoy + -do		paranoypul			FALSE	paranoico								
paranoyne	derived	t	adj: paranoia-inducing	paranoidiga					paranoy + -ne					FALSE									
paranoypul	derived	t	adj (for inanimate nouns): paranoia-inducing; adj (for animate nouns): paranoid; adv (for animate nouns): paranoidly	paranoja; paranoje					paranoy + -pul		paranoydo			FALSE	paranoico; paranoicamente								
parkindo	derived	t	adj: parked	parkita, parkadita, parkumita					parkin + -do					FALSE	estacionado, aparcado, parqueado								
pasivo	root	t	adj: passive, off; adv: passively	pasiva; pasive					Englisa (passive), Doycisa (passiv), Fransesa (passif), Espanisa (pasivo), Rusisa (пассивный “passivniy”), Indonesisa (pasif), Pilipinasa (pasibo), Parsisa (پاسیو “pâsiv”), Turkisa (pasif)			ativo		TRUE	pasivo; pasivamente								
patado	derived	t	adj: kicked	piedbatita, piedfrapita					pata + -do					FALSE	pateado								
payado	derived	t	adj: paid	pagita					paya + -do					FALSE	pagado, remunerado, pago								
peldo	derived	t	adj: driven, pushed	pelita, motivita					pel + -do					TRUE	motivado, empujado, presionado								
pencido	derived	t	adj: edited	redaktita					penci + -do					FALSE	editado, corregido, modificado								
pendedo	derived	t	adj: hung, hanged	pendita; pendite					pende + -do					FALSE	colgado, suspendido								
penli	root	t	adj: convenient, handy, expedient, opportune; adv: conveniently	oportuna; oportune					Putunhwa (便利 “byenli”), Niponsa (便利 “benri”), Vyetnamsa (tiện lợi), Koreasa (편리 “pyolli”, 편의 “pyonwi”)					FALSE	conveniente, oportuno; convenientemente, oportunamente								
perfeto	root	t	adj: perfect; adv: perfectly	perfekta; perfekte		500 maxim pimpan genulexi ji fikso, bage 4 de lista 500			Englisa (perfect), Fransesa (parfait), Doycisa (perfekt), Rusisa (перфект “perfékt”), Espanisa (perfecto), Portugalsa (perfeito), Italisa (perfetto), Pilipinasa (perpekto), Parsisa (پرفکت “perfekt”)			nenperfeto		TRUE	perfecto; perfectamente		parfait; parfaitement						
perfiksado	derived	t	adj: mounted	surmetita					per- + fiksa + -do					FALSE	montado, instalado, engastado, preparado								
perforado	derived	t	adj: perforated, punctured	perforita, truita					perfora + -do					FALSE	perforado, agujereado, horadado, pinchado, punzado								
perli	derived	t	adj: surface, superficial; adv: superficially	surfaca; surface					per + -li					FALSE	superficial (_relativo a una superficie_); superficialmente								
personli	derived	t	adj: personal, individual; adv: personally, individually	persona, individua; persone, individue					person + -li					FALSE	personal, individual; personalmente, individualmente								
pesakal	derived	t	adj: poor; adv: poorly	malriĉa; malriĉe					pesa + -kal			pesapul		FALSE	pobre								
pesali	derived	t	adj: monetary, financial; adv: monetarily, financially	mona; mone					pesa + -li					FALSE	monetario								
pesapul	derived	t	adj: rich; adv: richly	riĉa; riĉe					pesa + -pul					FALSE	rico, adinerado								
pesima	root	t	adj: worst possible, lame (_informal_)	maloptimuma, plejaĉa, malmojosa (_neformale_); maloptimume, plejaĉe, malmojose (_neformale_)					Englisa (pessimism), Fransesa (pessimisme), Doycisa (Pessimismus), Rusisa (пессимизм “pessimizm”), Espanisa (pesimismo), Turkisa (pesimizm), Indonesisa (pesimisme), Pilipinasa (pesimismo)			otima		TRUE	pésimo; pésimamente; soso (_uso informal_), fome								
pesimaismoli	derived	t	adj: pessimistic, negative; adv: pessimistically, negatively	pesimisma; pesimisme					pesima + -ismo + -li					FALSE	pesimista, negativo								
petido	derived	t	adj: requested	petita					peti + -do					FALSE	solicitado, pedido								
pilodo	derived	t	adj: tired; adv: tiredly	lacigita, laca; lacigite					pilo + -do		pilopul			FALSE	cansado, exhausto, fatigado								
