Word	slug_mod	Category	WordClass	VerbTransitivity	OfficialWord	TranslationEng	SearchTermsEng	TranslationEpo	TranslationSpa	TransNote	TranslationDeu	Synonyms	Antonyms	Example	Tags	LexiliAsel	See Also	TranslationFra	TranslationRus	TranslationZho	
Tenwo		proper word	su n		TRUE	Uranus (_planet_)		Urano (_planedo_)	Urano (_planeta_)						planeta	Putunhwa (天王星 “tiānwángxīng”), Koreasa (천왕성 “cheon-wangseong”), Niponsa (天王星 “ten'nōsei), Vyetnamsa (Sao Thiên Vương)			Уран		
teo		root	b		TRUE	god, goddess, deity, God		dio	dios, deidad, divinidad; Dios, Alá						dini	Englisa (theology, atheist), Fransesa (théologie), Doycisa (Theologie), Rusisa (теология “teologiya”), Espanisa (teología), Indonesisa (teologi), Pilipinasa (teolohiya), Turkisa (teoloji), Elinisa (θεός “teos”)					
teoamiru		derived	b		FALSE	commandment		(dia) ordono, dekalogo	mandamiento, mandato							teo + amiru					
teoista		derived	b		FALSE	theist		teisto, diisto	teísta							teo + -ista					
teokalismo		derived	b		FALSE	atheism		ateismo, sendiismo	ateísmo							teo + -kal + -ismo					
teokalista		derived	b		FALSE	atheist		ateisto, sendiulo, sendiisto	ateo, ateísta							teo + -kal + -ista					
teologi		derived	b		FALSE	theology		teologio, discienco	teología							teo + -logi					
teologiyen		derived	b		FALSE	theologian		teologo, disciencisto	teólogo							teo + -logi + -yen					
teori		root	b		TRUE	theory		teorio	teoría							Englisa (theory), Fransesa (théorie), Doycisa (Theorie), Rusisa (теория “teoriya”), Espanisa (teoría), Turkisa (teori), Indonesisa (teori), Pilipinasa (teorya), Parsisa (تئوری “teori”)					
teorili		derived	t		FALSE	theoretical, theoretic; theoretically		teoria; teorie	teórico; teóricamente							teori + -li					
tera		root	num		TRUE	10^12, trillion, one trillion, tera-, T		biliono	tera-, 10^12, (un) billón, T		Billion, tera-, T, 10^12					Englisa (tera-), Fransesa (téra-), Doycisa (tera-), Rusisa (тера- “tera-”), Espanisa (tera-), Arabisa (تيرا- “tira-”), Hindi (टेरा- “tera-”)					
terakota		root	b		TRUE	terracotta		terakoto	terracota						materyal	Englisa (terracotta), Espanisa (terracota), Fransesa (terre cuite, terracotta), Rusisa (tерракота “terrakota”), Doycisa (Terrakotta), Indonesisa (terakota), Pilipinasa (terakota), Turkisa (terakota), Swahilisa (terakota), Hindi (टेराकोटा “terakota”), Niponsa (テラコッタ “terakota”), Telugusa (టెర్రకోట “terakota”), Koreasa (테라코타 “telakota”), Parsisa (تراکوتا “terakota”)					
terapi		root	b		TRUE	therapy, treatment; treat (with therapy)		terapio, kuracado; terapii	terapia, tratamiento; dar terapia						medis	Doycisa (Therapie), Englisa (therapy), Espanisa (terapia), Fransesa (thérapie), Rusisa (терапия “terapiya”), Indonesisa (terapi), Pilipinasa (terapiya), Turkisa (terapi), Hindi (कीमोथेरेपी “kimoterepi”), Telugusa (కీమోథెరపీ “kimoterapi”)					
terbyum		root	b		TRUE	terbium, Tb		terbio	terbio, Tb						kimikali monlari	Englisa (terbium), Putunhwa (鋱 “te”), Espanisa (terbio), Arabisa (تِرْبِيُوم “terbiyum”), Fransesa (terbium), Rusisa (тербий “terbiy”), Indonesisa (terbium), Doycisa (Terbium), Niponsa (テルビウム “terubiumu”), Telugusa (టెర్బియం “terbiyam”), Turkisa (terbiyum), Koreasa (테르븀 “terubyum”, 터븀 “tabyum”), Vyetnamsa (terbi, tecbi), Parsisa (تربیم “terbyom”), Swahilisa (terbi), Pilipinasa (terbyo)					
Teresa		proper word	su n		FALSE	Teresa, Theresa		Tereza, Teresa	Teresa						name	Englisa (Teresa), Espanisa (Teresa), Fransesa (Thérèse), Rusisa (Тереза “Tereza”), Doycisa (Teresa), Indonesisa (Teresa), Pilipinasa (Teresa), Hindi (टेरेसा “Teresa”), Telugusa (థెరీసా “Terisa”), Arabisa (تريزا “Tiriza”), Swahilisa (Teresa), Parsisa (ترزا “Terezâ”), Turkisa (Teresa), Putunhwa (德肋撒 “Delesa”), Koreasa (테레사 “Teresa”), Niponsa (テレサ “Teresa”), Vyetnamsa (Têrêsa)			Тереза		
teritori		root	b		TRUE	territory		teritorio	territorio							Englisa (territory), Fransesa (territoire), Doycisa (Territorium), Rusisa (территория “territoriya”), Espanisa (territorio), Indonesisa (teritori), Pilipinasa (teritoryo)					
terminal		root	b		FALSE	terminal (_airport, computer, etc._)		terminalo	terminal (_aeropuerto, computación, etc._), consola						komputatora	Englisa (terminal), Espanisa (terminal), Fransesa (terminal), Rusisa (терминал “terminal”), Doycisa (Terminal), Indonesisa (terminal), Pilipinasa (terminal), Hindi (टर्मिनल “tarminal”), Telugusa (టర్మినల్ “tarminal”), Parsisa (ترمینال “terminâl”), Turkisa (terminal), Koreasa (터미널 “tominol”), Niponsa (ターミナル “taminaru”), Vyetnamsa (terminal)					
termo		root	b.oro		TRUE	heat; be warm, heat (up), warm (up)		varmo; varmi, varmigi	calor; estar caliente, tener calor; calentar						klima	Englisa (thermometer), Fransesa (thermomètre), Doycisa (Thermometer), Rusisa (термометр “termometr”), Espanisa (termómetro), Hindi (थर्मामीटर “tarmamitar”), Arabisa (تِرْمُومِتْر “tirmumitr”), Turkisa (termometre), Indonesisa (termometer), Pilipinasa (termometro), Parsisa (ترمامیتر “tarmâmitar”), Elinisa (θερμός “termos”)					
termoday		derived	t		FALSE	hot		varma; varme	caliente			daytermopul				termo + day					
termodo		derived	t		FALSE	warmed, heated		varmigita; varmigite	calentado, caliente							termo + -do					
termoje		derived	b		FALSE	temperature		temperaturo	temperatura							termo + -je					
termokrasitul		derived	b		FALSE	thermostat		termostato, termoreguligilo	termostato							termo + krasi + -tul					
termokumax		derived	b		FALSE	blanket		litokovrilo	frazada, cobertor, cobija							termo + -kumax					
termolil		derived	t		FALSE	lukewarm		varmeta; varmete	tibio, templado			liltermopul				termo + lil					
termometer		derived	b		FALSE	thermometer; measure temperature of		termometro; mezuri temperaturo de	termómetro; determinar la temperature de							termo + -meter					
termomosem		derived	b		FALSE	summer		sumero	verano							termo + -mosem					
termopul		derived	t		FALSE	warm, hot; warmly, hotly		varma; varme	caliente, cálido							termo + -pul					
teror		root	b.oj		TRUE	terror; terrorize		timego, teruro; timegigi, terurigi	terror; aterrorizar			fobi				Doycisa (Terror), Englisa (terror), Espanisa (terror), Fransesa (terreur), Rusisa (террор “terror”), Indonesisa (terorisme), Pilipinasa (terorismo, terorista), Turkisa (terörizm), Parsisa (تروریسم “terorism”), Niponsa (テロリズム “terorizumu”), Koreasa (테러리즘 “terorijum”)					
tesis		root	b		TRUE	thesis		tezo	tesis							Englisa (thesis), Espanisa (tesis), Fransesa (thèse), Doycisa (These), Italisa (tesi), Niponsa (テーゼ “tēze”), Koreasa (테제 “teje”), Parsisa (تز “tez”), Turkisa (tez), Elnisa (θέσῐς “tesis”)					
tesla		root	b		TRUE	tesla (unit), T		telso	tesla (_unidad de densidad de flujo magnético_), T		Tesla				meterya	Englisa (tesla), Espanisa (tesla), Fransesa (tesla), Rusisa (тесла “tesla”), Doycisa (Tesla), Indonesisa (tesla), Pilipinasa (tesla), Putunhwa (特斯拉 “tesila”), Hindi (टेस्ला “tesla”), Arabisa (تِسْلَا “tisla”), Niponsa (テスラ “tesura”), Turkisa (tesla), Koreasa (테슬라 “tesulla”), Vyetnamsa (tesla), Parsisa (تسلا “tesla”)		tesla	тесла	特斯拉	
teslimu		root	b.oro		TRUE	surrender (to), succumb (to), give up, give in (to), resign, quit		rezigno, kapitulacio; rezigni (al), kapitulacii (pro)	rendición; rendirse, sucumbir, darse por vencido; hacer que se rinda							Arabisa (تَسْلِيم “taslim”, يُسَلِّمُ‎‎ “yusallimu”), Parsisa (تسلیم “taslim”), Turkisa (teslim)					
tesu		derived	su s		FALSE	her, his, its		lia, ŝia, ria	su (_de un ser vivo_)							te + -su					
tesu ete		phrase	su pn		FALSE	hers, his (_those beings belonging to her/him_)		la liaj, la ŝiaj, la riaj	suyos (_seres vivos de un ser_)							te + -su, ete					
tesu oto		phrase	su pn		FALSE	hers, his (_those things belonging to her/him_)		la liaj, la ŝiaj, la riaj	suyos (_cosas que pertenecen a un ser vivo_)							te + -su, oto					
tesu te		phrase	su pn		FALSE	his, hers (_that being belonging to her/him_)		la lia, la ŝia, la ria	suyo (_ser vivo de otro ser_)							te + -su, te					
tesu to		phrase	su pn		FALSE	hers, his (_that thing belonging to her/him_)		la lia, la ŝia, la ria	suyo (_cosa que pertenece a un ser vivo_)							te + -su, to					
teve		root	b		TRUE	television set, TV	television, television set, TV	televidilo	televisor, televisión (_aparato_), tele						tul	Am oko televisi.					
textil		root	b		TRUE	fabric, textile, cloth		ŝtofo	tela (_material_)						materyal	Portugalsa (têxtil), Englisa (textile), Doycisa (Textil), Fransesa (textile), Espanisa (textil), Rusisa (текстиль “tekstil”), Indonesisa (tekstil), Turkisa (tekstil)					
texto		root	b		TRUE	text		teksto	texto							Portugalsa (texto), Englisa (text), Fransesa (texte), Doycisa (Text), Rusisa (текст “tekst”), Espanisa (texto), Indonesisa (teks), Pilipinasa (teksto), Niponsa (テキスト “tekisuto”), Koreasa (텍스트 “teksutu”)					
teyan		root	b.oj		TRUE	offer, proposal; offer, propose, bid (_in an auction_)		oferto; oferti	oferta, propuesta; ofrecer, proponer							Putunhwa (提案 “tí'àn”), Niponsa (提案 “teian”)					
tibya		root	b		TRUE	shin, tibia		tibio	tibia						jismulogi	Englisa (tibia), Espanisa (tibia), Fransesa (tibia), Doycisa (Tibia), Indonesisa (tibia), Parsisa (تیبیا “tibiya”)					
tie		root	b		TRUE	aunt, uncle, pibling		onklo, onklino, geonkloj	tío (_formal_)		Onkel, Tante	titi			famil	Espanisa (tío, tía), Rusisa (дядя “dyadya”, тетя “tetya”), Pilipinasa (tiyo, tiya)					
tiga		root	num		TRUE	three		tri	tres		drei					Hindi (तीन “tin”), Indonesisa (tiga)					
tigabasali		derived	t		FALSE	trilingual; trilingually		trilingva; trilingve	trilingüe							tiga + basa + -li					
tigacen		derived	b		FALSE	three hundred		tricent	trescientos							tiga + cen					
tigades		derived	num		FALSE	thirty		tridek	treinta							tiga + des					
tigadesyum		derived	t		FALSE	thirtieth		trideka; trideke	trigésimo							tiga + des + -yum					
tigadimensili		derived	t		FALSE	three-dimensional, 3D		tridimensia	tridimensional, 3D, en tres dimensiones							tiga + dimensi + -li					
tigagon		derived	b		FALSE	triangle		triangulo, trilatero	triángulo						figura	tiga + -gon					
tigagonlogi		derived	b		FALSE	trigonometry		trigonometrio	trigonometría							tiga + -gon + -logi					
tigamwin		derived	b		FALSE	triphthong		triftongo	triptongo							tiga + mwin					
tigaple		derived	t		FALSE	triple, threefold		triobla; trioble	triple							tiga + -ple					
tigaxey		derived	b		FALSE	trio		trio	terna, trío, triada, tríada, tríade							tiga + -xey					
tigaya		derived	b		FALSE	trinity		trieco	trinidad							tiga + -ya					
tigayen		derived	b		FALSE	trio		trio	terna, trío							tiga + -yen					
tigayum		derived	t		FALSE	third		tria; trie	tercero, tercio							tiga + -yum					
tika		root	b.nenoj		FALSE	tick (_sound_); tick		tiktako; tiktaki	tic(-)tac; tictaquear						soti	kwasilexi - Englisa (tick, tick-tock), Espanisa (tictac, tictaquear), Fransesa (tic-tac), Rusisa (тиканье “tikanye”, такт “takt”), Doycisa (Tick, ticken), Indonesisa (detikan), Pilipinasa (tiktak), Hindi (टिक-टिक “tik-tik”), Telugusa (టిక్ “tik”), Arabisa (تَكّ “tak”, تَكَّة “taka”, تَكَّ “taka”), Swahilisa (ta), Parsisa (تیك “tik”, تیك تیك “tik-tik”), Turkisa (tik tak, tik, tık), Putunhwa (滴答 “dida”), Koreasa (똑딱 “toktak”, 틱 “tik”), Niponsa (チッチッ “ci- ci-”, カチカチ “kacikaci”, チクタク “cikutaku”), Vyetnamsa (tích tắc)					
tiketo		root	b		TRUE	ticket		bileto	boleto, tíket						xey	Englisa (ticket), Fransesa (ticket), Doycisa (Ticket), Hindi (टिकट “tikat”), Indonesisa (tiket), Pilipinasa (tiket), Swahilisa (tiketi), Niponsa (チケット “ciketto”), Afganili Parsisa (تکت “teket”)					
tilapya		root	b		FALSE	tilapia, _Tilapiini_		tilapio	tilapia, _Coelotilapini_, _Coptodonini_, _Heterotilapini_, _Oreochromini_, _Pelmatolapiini_, _Tilapiini_						hewan, mahi	Doycisa (Tilapia), Englisa (tilapia), Espanisa (tilapia), Fransesa (tilapia), Rusisa (тилапия “tilapiya”), Indonesisa (ikan tilapia), Pilipinasa (tilapya), Koreasa (틸라피아 “tillapia”), Hindi (टिलापिया “tilapiya”), Niponsa (ティラピア “tirapia”), Parsisa (تیلاپیا “tilapiya”), Swahilisa (tilapia), Telugusa (తిలాపియా “tilapiya”), Turkisa (tilapia)					
tim		root	b		TRUE	team		teamo	equipo						grupo	Englisa (team), Doycisa (Team), Hindi (टीम “tim”), Indonesisa (tim), Turkisa (takım), Niponsa (チーム “cimu”), Koreasa (팀 “tim”), Parsisa (تیم “tim”), Swahilisa (timu)					
Timoteo		proper word	su n		FALSE	Timothy		Timoteo	Timoteo						name	Englisa (Timothy), Espanisa (Timoteo), Fransesa (Timothée), Rusisa (Тимофей “Timofey”), Doycisa (Timotheus), Indonesisa (Timotius), Pilipinasa (Timoteo), Hindi (तीमुथियुस “Timutiyus”), Telugusa (తిమోతి “Timoti”), Arabisa (تِيمُوثَاوُس “Timuṯawus”), Swahilisa (Timotheo), Parsisa (تیموتاؤس “Timoteos”), Turkisa (Timoteos), Putunhwa (提摩太 “Timotay”, 弟茂德 “Dimawde”), Koreasa (디모테오 “Dimoteo”, 디모데 “Dimode”), Niponsa (テモテ “Temote”), Vyetnamsa (Ti-mô-thê)			Тимофей		
tipo		root	b		TRUE	type, kind, sort, genus		tipo, speco	tipo, clase, categoría							Englisa (type), Fransesa (type), Rusisa (тип “tip”), Doycisa (Typ), Espanisa (tipo), Turkisa (tip), Niponsa (タイプ “taipu”), Koreasa (타입 “taip”), Telugusa (టైపు “taipu”)					
tipoli		derived	t		FALSE	typical; typically		tipa; tipe	típico; típicamente						xey	tipo + -li					
tir		root	b		TRUE	arrow		sago	flecha (_proyectil_)							Hindi (तीर “tir”), Parsisa (تیر “tir”)					
Tireni		proper word	su n		FALSE	Tyrrhenia, Tyrrhenian		Tirena maro	Tirreno (_mar_), Tirrenia (_región_), Etruria							Italisa (Tireno), Fransesa (Tyrrhénienne), Espanisa (Tirreno), Fransesa (Tyrrhénienne), Rusisa (Тирренское “Tirenskoye”), Doycisa (Tyrrhenisches), Indonesisa (Tirenia), Pilipinasa (Tireno), Arabisa (الْتِيرَانِيّ “al-Tiraniy”), Swahilisa (Tyrrheni), Parsisa (تیرنی “Tireni”), Turkisa (Tiren), Putunhwa (第勒尼安 “Dileynian”), Koreasa (티레니아 “Tirenia”), Niponsa (ティレニア “Tirenia”), Vyetnamsa (Ti-rê-nê)					
titanyum		root	b		TRUE	titanium, Ti		titano	titanio, Ti						kimikali monlari	Englisa (titanium), Espanisa (titanio), Arabisa (تِيتَانْيُوم “titanyum”), Fransesa (titane), Rusisa (титан “titan”), Indonesisa (titanium), Doycisa (Titan), Niponsa (チタン “citan”, チタニウム “citaniumu”), Telugusa (టైటానియం “taytaniyam”), Turkisa (titan, titanyum), Koreasa (티탄 “titan”, 티타늄 “titanyum”, 타이타늄 “taytanyum”), Vyetnamsa (titan), Parsisa (تیتانیوم “titanyom”), Swahilisa (titiani), Pilipinasa (titanyo, titanyum)					
titi		root	b		FALSE	uncle (_informal_), auntie, aunt (_informal_)		oĉjo, onjo	tío (_informal_)							Am oko tie.					
titulo		root	b		TRUE	title (_book, song, etc._)		titolo	título							Doycisa (Titel), Englisa (title), Espanisa (título), Fransesa (titre), Pilipinasa (titulo), Niponsa (タイトル “taytoru”), Koreasa (타이틀 “taytul”), Parsisa (تیتر “titr”)					
to		root	pn		TRUE	it		ĝi, ĝin (nek vivaĵo, nek persono)	él (_cosa_), ella, elle, ello							Putunhwa (他 “ta” 她 “ta”), Eslovakisa (to - hinto, to), Nepalsa (त्यो “tyo” - dento)					
Tobago		proper word	su n		TRUE	Tobago		Tobago	Tobago							Englisa (Tobago)			Тобаго		
todzi		root	b.oj		TRUE	investment; invest		investo, investado; investi	inversión; invertir							Putunhwa (投资 “towdzi”), Niponsa (投資 “toxi”), Koreasa (투자 “tuja”), Vyetnamsa (đầu tư)					
todziyen		derived	b		FALSE	investor		investanto	inversor, inversionista							todzi + -yen					
tofa		root	b		TRUE	(head) hair		(kap)haro, hararo	cabello, pelo						jismulogi	Putunhwa (头发 “tóufǎ”), Vyetnamsa (tóc)					
tofabroxa		derived	b		FALSE	hairbrush		harbroso	cepillo (para cabello)							tofa + broxa					
