Word,Category,WordClass,VerbTransitivity,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TransNote,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,See Also,TranslationFra,TranslationRus,TranslationZho
treyna,root,b.oj,,TRUE,"training, coaching; train, coach",,trejnado; trejni,entrenamiento; entrenar,,,,,,,"Doycisa (trainieren), Englisa (train), Espanisa (entrenar), Fransesa (entraîner), Rusisa (тренировать “trenirovat”), Turkisa (antrenman), Hindi (ट्रेनिंग “trening”)",,,,
treynayen,derived,b,,FALSE,"trainer, coach",,"trejnisto, trejnanto","entrenador [a, e]",,,,,,,treyna + -yen,,,,
Trinidad,proper word,su n,,TRUE,Trinidad,,Trinidado,(Isla) Trinidad,,Trinidad,,,,,Espanisa (Trinidad),,"Trinité (île), Trinidad",Тринидад,特立尼达岛
Trinidad ji Tobago,phrase,b,,FALSE,Trinidad and Tobago,,Trinidado kaj Tobago,Trinidad y Tobago,,,,,,dexa,"Trinidad, ji, Tobago",,,,
triunfa,root,b.oj,Imi le triunfa jange.  optional prep?,TRUE,"victory, triumph; win, triumph",,"venko, triumfo; triumfi, venki","triunfo, victoria; triunfar, ganar",,,,,,,"Englisa (triumph, triumphal), Fransesa (triomphe, triomphal), Doycisa (Triumph), Rusisa (триумф “tryiumf”, триумфальный “tryiumfalyniy”), Espanisa (triunfo, triunfal, triunfar)",,,,
triunfamusi,derived,t,,FALSE,who must win,,"venkdeva, kiu devas venki",que debe ganar,,,,,,,triunfa + -musi,,,,
trofe,root,b,,FALSE,"trophy, cup",,"trofeo, pokalo","trofeo, copa",,,,,,,"Englisa (trophy), Espanisa (trofeo), Fransesa (trofée), Rusisa (трофей “trofey”), Doycisa (Trophäe), Portugalsa (troféu), Italisa (trofeo), Indonesisa (trofi), Pilipinasa (tropeo), Hindi (ट्रॉफी “trofi”), Niponsa (トロフィー “torofi”), Keralasa (ട്രോഫി “trofi”), Hangusa (트로피 “turopi”), Parsisa (تروفی “terofi”)",,,,
trol,root,b.oj,,TRUE,"troll (_fantasy, internet_)",,"trolo (_fantazia, interreta_); troli",trol (_mitología e internet_); trolear,,,,,,mito,"Englisa (troll), Espanisa (trol), Fransesa (troll), Rusisa (тролль “troll”), Doycisa (Troll), Indonesisa (troll), Pilipinasa (troll), Hindi (ट्रॉल “trol”), Arabisa (طْرُول “trul”), Niponsa (トロール “torōru”), Turkisa (trol), Vyetnamsa (là Troll), Hangusa (트롤 “turol”), Parsisa (ترول “terol”), Swahilisa (troli)",,,,
trombon,root,b,,TRUE,trombone,,trombono,trombón,,,,,,musikatul,"Englisa (trombone), Espanisa (trombón), Fransesa (trombone), Rusisa (тромбон “trombon”), Indonesisa (trombon), Pilipinasa (trombon), Hindi (ट्रॉम्बोन “trombon”), Arabisa (تْرُومْبُون “trumbun”), Niponsa (トロンボーン “torombon”), Tamilsa (துரம்போன் “turampon”), Turkisa (trombon), Hangusa (트롬본 “turombon”), Vyetnamsa (trombone), Parsisa (ترومبون “terombon”), Swahilisa (tromboni)",,,,
trompeta,root,b,,TRUE,trumpet,,trumpeto,trompeta,,,,,,musikatul,"Englisa (trumpet), Espanisa (trompeta), Fransesa (trompette), Doycisa (Trompete), Indonesisa (terompet), Pilipinasa (trumpeta), Niponsa (トランペット “torampeto”), Telugusa (ట్రంపెట్ “trampet”), Turkisa (trompet), Hangusa (트럼펫 “turampet”), Parsisa (ترومپت “trompet, trumpet'), Swahilisa (tarumbeta)",,,,
tropika,root,b,,FALSE,"tropic, (the) Tropics",,"tropiko, tropikoj",trópico,,,,,,geografi,"Englisa (tropic, tropical), Espanisa (trópico, tropical), Fransesa (tropique, tropical), Rusisa (тропик “tropik”, тропический “tropiceskiy”), Doycisa (Tropen, tropisch), Indonesisa (tropika, tropis), Pilipinasa (tropiko, tropikal), Turkisa (tropik, tropika), Swahilisa (tropiki)",,,,
truti,root,t,,TRUE,"satisfied, content",,kontenta; kontente,"satisfecho [-a, -e]",,,,,,,"Hindi (तृप्त “trpt”), Telugusa (తృప్తిపడిన “trptipadina”), Tamilsa (திருப்தி “tirupti”), Karnatakasa (ತೃಪ್ತಿ “tr̥pti”)",,,,
trutigi,derived,b.oj,,FALSE,satisfaction; satisfy,,kontentigo; kontentigi,satisfacción; satisfacer,,,,,,,truti + -gi,,,,
trutigine,derived,t,,FALSE,"satisfying, satisfactory; satisfyingly, satisfactorily",,kontentiganta; kontentigante,"satisfactorio [-a, -e]; satisfactoriamente",,,,,,,truti + -gi + -ne,,,,
tuba,root,b,,TRUE,tuba,,tubjo,tuba,,,,,,musikatul,"Englisa (tuba), Espanisa (tuba), Fransesa (tuba), Rusisa (туба “tuba”), Doycisa (Tuba), Indonesisa (tuba), Pilipinasa (tuba), Hindi (टुबा “tuba”), Arabisa (توبا “tuba”), Niponsa (チューバ “cuba”), Keralasa (ട്യൂബ “tyuba”), Turkisa (tuba), Vyetnamsa (tuba), Hangusa (튜바 “tyuba”), Parsisa (توبا “tuba”), Swahilisa (tuba)",,,,
tubihu,root,b.oj,,TRUE,"scolding, admonishment; rebuke, scold, reprimand, admonish",,"admono, riproĉo, skoldo, mallaŭdo; admoni, riproĉi, skoldi, mallaŭdi","reprimenda, regañina, regaño, reproche; regañar, reñir (a), amonestar, reprender, reprochar",,,,,,,"Arabisa (توبيخ “tubih”), Parsisa (توبیخ “tobih”)",,,,
tubo,root,b,,TRUE,tube,,tubo,tubo,,,,,,xey,"Englisa (tube), Fransesa (tube), Doycisa (Tube), Rusisa (туба “tuba”), Espanisa (tubo), Pilipinasa (tubo), Niponsa (チューブ “cubu”), Hangusa (튜브 “tyubu”), Hindi (ट्यूब “tyoob”), Turkisa (tüp)",,,,
tufan,root,b,,TRUE,"hurricane, typhoon, cyclone",,"uragano, ciklono","huracán, tifón, ciclón",,,,,,,"Indonesisa (topan, tofan), Putunhwa (台风 “táifēng”), Niponsa (台風 “taifū”), Hangusa (태풍 “taepung”), Hindi (तूफ़ान “tūfān”), Parsisa (طوفان “tufân”), Telugusa (తుఫాను “tuphānu”), Swahilisa (tufani), Doycisa (Taifun), Englisa (typhoon), Espanisa (tifón), Fransesa (typhon), Rusisa (тайфун “tayfun”)",,,,
tui,root,b,,TRUE,leg,,kruro,pierna,,,,,,jismulogi,"Putunhwa (腿 “tuǐ”), Niponsa (大腿 “daitai”)",,,,
tukan,root,b,,FALSE,"toucan, _Ramphastidae_",,"tukano, ramfastedo","tucán, _Ramphastidae_",,,,,,"hewan, piu","Englisa (toucan), Espanisa (tucán), Fransesa (toucan), Rusisa (тукан “tukan”), Doycisa (Tukan), Indonesisa (tukan), Pilipinasa (tukan), Putunhwa (鵎鵼 “tuokong”), Hindi (टूकान “tukan”), Arabisa (طُوقَان “tuqan”), Tamilsa (தூக்கான் “tukan”), Turkisa (tukan), Vyetnamsa (chim toucan), Parsisa (توکان “tukân”)",,,,
tuko,root,b.oj,,TRUE,spit; spit,,"kraĉaĵo, sputaĵo; kraĉi, sputi",escupitajo; escupir,,,,,,,"Putunhwa (吐口 “tǔkǒu”), Hindi (थूकना “thūknā”), Turkisa (tükürmek)",,,,
tuksedo,root,b,,TRUE,tuxedo,,smokingo,"esmoquin, traje de noche",,,,,,labas,"Englisa (tuxedo), Indonesisa (tuksedo), Pilipinasa (tuxedo, tuksedo), Niponsa (タキシード “takixido”), Hangusa (턱시도 “tokxido”), Parsisa (تاکسیدو “tāksido”)",,,,
tul,root,b,,TRUE,tool,,ilo,"herramienta, utensilio",,,,,,,"Englisa (tool), Hangusa (툴 “tul”), Niponsa (ツール “tsūru”)",,,,
tulipa,root,b,,TRUE,tulip,,tulipo,"tulipán, _Tulipa_",,,,,,planta,"Englisa (tulip), Indonesisa (tulip), Espanisa (tulipán), Fransesa (tulipe), Rusisa (тюльпан “tyulpan”), Doycisa (Tulpe), Pilipinasa (tulipan), Hindi (ट्यूलिप “tyulip”), Arabisa (توليب “tulib”), Niponsa (チューリップ “curipu”), Telugusa (తులిప్ “tulip”), Hangusa (튤립 “tyulib”), Swahilisa (tulipu)",,,,
tullari,derived,b,,FALSE,equipment,,ilaro,"equipo (_conjuto de herramientas_), kit",,,,,,,tul + -lari,,,,
tulyum,root,b,,TRUE,"thulium, Tm",,tulio,"tulio, Tm",,,,,,kimikali monlari,"Englisa (thulium), Espanisa (tulio), Arabisa (ثُلْيُوم “tulyum”), Fransesa (thulium), Rusisa (тулий “tuliy”), Indonesisa (tulium), Doycisa (Thulium), Niponsa (ツリウム “tsuriumu”), Telugusa (థులియం “tuliyam”), Turkisa (tulyum), Hangusa (툴륨 “tullyum”), Vyetnamsa (tuli, thuli), Parsisa (تولیم “tulyom”), Swahilisa (thuli), Pilipinasa (tulyo)",,,,
tumor,root,b,,TRUE,tumor,,tumoro,tumor,,,,,,medis,"Englisa (tumor), Espanisa (tumor), Doycisa (Tumor), Indonesisa (tumor), Pilipinasa (tumór), Fransesa (tumeur), Hindi (ट्यूमर “tyumar”), Turkisa (tümör), Parsisa (تومور “tumor”)",,,,
tuna,root,b,,TRUE,"tuna, _Thunnini_",,"tinuso, tino","atún, _Thunnini_",,,,,,hewan,"Englisa (tuna), Indonesisa (tuna), Espanisa (atún), Fransesa (thon), Rusisa (тунец “tunets”), Doycisa (Thun), Pilipinasa (atun), Hindi (टूना “tuna”), Arabisa (تُونَة “tuna”), Niponsa (ツナ “tsuna”), Telugusa (ట్యూనా “tyuna”), Turkisa (ton balığı), Parsisa (ماهی تن “mahiye ton”)",,,,
tundra,root,b,,TRUE,tundra,,tundro,tundra,,,,,,geografi,"Englisa (tundra), Espanisa (tundra), Fransesa (toundra), Rusisa (тундра “tundra”), Doycisa (Tundra), Indonesisa (tundra), Pilipinasa (tundra), Hindi (टुंड्रा “tundra”), Arabisa (تندرا “tundra”), Niponsa (ツンドラ “tsundora”), Tamilsa (தூந்திரம் “tuntiram”), Turkisa (tundra), Hangusa (툰드라 “tundura”), Parsisa (توندرا “tundra”), Swahilisa (tundra)",,,,
tunel,root,b,,TRUE,tunnel,,tunelo,túnel,,,,,,,"Englisa (tunnel), Espanisa (túnel), Fransesa (tunnel), Rusisa (тоннель “tonnel”), Doycisa (Tunnel), Niponsa (トンネル “toneru”), Turkisa (tünel), Hangusa (터널 “tonol”), Parsisa (تونل “tunel”)",,,,
tunge,root,b,,TRUE,"barrel, cask, drum",,barelo,"barril, tonel, cuba, bidón",,,,,,xey,"Fransesa (tonneau), Doycisa (Tonne), Espanisa (tonel), Indonesisa (tong), Putunhwa (桶 “tǒng”), Hangusa (통 “tong”), Vyetnamsa (thùng)",,,,
tungesten,root,b,,TRUE,"tungsten, W",,"volframo, tungsteno","wolframio, volframio, tungsteno, W",,,,,,kimikali monlari,"Englisa (tungsten), Hindi (टंगस्टन “tangastan”), Espanisa (tungsteno), Arabisa (تُنْجَسْتِين “tongasten”, تُنْجَسْتِين “tunjastin”), Fransesa (tungstène), Niponsa (タングステン “tangusuten”), Telugusa (టంగ్‌స్టన్ “tangstan”), Turkisa (tungsten), Hangusa (텅스텐 “tangsuten”), Parsisa (تنگستن “tongesten”), Swahilisa, Pilipinasa (tungsten)",,,,
tunika,root,b,,FALSE,tunic,,tuniko,túnica,,,,,,labas,"Englisa (tunic), Espanisa (túnica), Fransesa (tunique), Rusisa (туника “tunika”), Doycisa (Tunika), Indonesisa (tunik), Pilipinasa (tunika), Niponsa (チュニック “cunikku”), Turkisa (tunik), Hangusa (튜닉 “tunik”)",,,,
Tunisi,proper word,su n,,TRUE,Tunisia,,Tunizio,Túnez,,,,,,dexa,Arabisa (التونسية “al-tūnisiyah”),,,,
tupyo,root,b.oj,optional prep?,TRUE,vote; vote (for),,voĉdono; voĉdoni,voto; votar,,,,,,politi,"Putunhwa (投票 “tóupiào”), Hangusa (투표 “tupyo”), Niponsa (投票 “tohyo”), Vyetnamsa (đầu phiếu)",,,,
tupyodom,derived,b,,FALSE,"polling station, polling place",,voĉdonejo,"lugar de votación, casilla",,,,,,,tupyo + -dom,,,,
tupyogi,derived,b.oj,,FALSE,poll,,,"encuesta, sondeo; encuestar, sondear",,,,,,,tupyo + -gi,,,,
tupyokarta,derived,b,,FALSE,ballot,,"balotilo, balotpapero","papeleta, boleta, tarjetón",,,,,,,tupyo + karta,,,,
turan,root,b,,TRUE,"soil, earth, dirt",,"tero, grundo",tierra (_material del suelo natural_),,,,,,natura,"Putunhwa (土壤 “Tǔrǎng”), Arabisa (تراب “turab”), Englisa (terrain), Espanisa (tierra), Fransesa (terre)",,,,
turi,root,b.oj,optional prep?,TRUE,"trip, tour; travel (in)",,"vizito, vojaĝo; viziti, vojaĝi (en), turismi","viaje, _tour_; viajar",,,,,,,"Englisa (tourism), Doycisa (Tourismus), Fransesa (tourisme), Espanisa (turismo), Rusisa (туризм “turizm”), Indonesisa (turis), Pilipinasa (turista), Hindi (टूरिस्ट “turist”), Niponsa (ツーリスト “tsurisuto”), Turkisa (turizm), Parsisa (توریست “turist”)",,,,
turiya,derived,b,,FALSE,tourism,,turismo,turismo,,,,,,,turi + -ya,,,,
turiyen,derived,b,,FALSE,tourist,,turisto,turista,,,,,,,turi + -yen,,,,
Turki,proper word,su n,,TRUE,"Turkey, Türkiye",,"Turkujo, Turkio",Turquía,,,,,,dexa,Turkisa (Türkiye),,,,
Turkili,derived,t,,FALSE,Turkish,,turka; turke,"turco [-a, -que]",,,,,,,Turki + -li,,,,
Turkisa,derived,b,,FALSE,Turkish (language),,la turka (lingvo),(idioma) turco,,,,,,basa,Turki + -sa,,,,
Turkiyen,derived,b,,FALSE,Turk,,turko,"turco [-a, -que] (_persona_)",,,,,,,Turki + -yen,,,,
Turkmeni,proper word,su n,,TRUE,Turkmenistan,,"Turkmenio, Turkmenujo",Turkmenistán,,,,,,dexa,Turkmenisa (Türkmenistan),,,,
Turkmenili,derived,t,,FALSE,Turkmen,,tukmena; turkmene,"turcomano [-a, -e], turkmeno [-a, -e]",,,,,,,Turkmeni + -li,,,,
Turkmenisa,derived,b,,FALSE,Turkmen (language),,la turkmena (lingvo),"(idioma) turcomano, (idioma) turkmeno",,,,,,basa,Turkmeni + -sa,,,,
Turkmeniyen,derived,b,,FALSE,Turkmen (person),,turkmeno,"turcomano [-a, -e] (_persona_), turkmeno [-a, -e]",,,,,,,Turkmeni + -yen,,,,
turno,root,b.nenoj,,TRUE,turn; be one's turn,,(onia) vico; esti onia vico,"turno; ser su turno, tocarle, ir",,,,,,,"Englisa (turn), Fransesa (tour), Espanisa (turno), Pilipinasa (turno), Ivrisa (תּוֹר “tor”)",,,,
turxi,root,b.oj,,TRUE,"pickle, pickled food; pickle, preserve (in salt, in vinegar)",,peklaĵo; pekli,"encurtido, escabeche; encurtir, avinagrar",,,,,,"kokiarte, yamxey","Arabisa (طُرْشِيّ “turxiy”), Turkisa (turşu), Parsisa (ترشی “torxi”), Elenisa (τουρσί “toursi”), Makedonisa (туршија “turxiya”)",,,,
tute,root,b,,FALSE,"mulberry, _Morus_",,moruso,"morera, moral (_planta_), moro, _Morus_",,,,,,"fruta, planta","Rusisa (тут “tut”),Hindi (तूत “tut”),Arabisa (تُوت “tut”), Turkisa (dut), Parsisa (توت “tut”)",,,,
tutum,root,b,,TRUE,heart,,koro,corazón,,,,,,jismulogi,"kwasilexi - Englisa (thump-thump), Espanisa (bum bum bum), Hervatskasa (tup tup, bum bum), Vyetnamsa (tim)",,,,
tutuminfarto,derived,b,,FALSE,"heart attack, myocardial infarction",,"korinfarkto, koratako","ataque cardiaco, infarto de miocardio",,,,,,,tutum + infarto,,,,
tutumli adolaitis,derived,b,,FALSE,myocarditis,,"miokardito, kormuskolinflamo",miocarditis,,,,,,,"tutum + -li, adola + -itis",,,,
tutumlogi,derived,b,,FALSE,cardiology,,"kardiologio, kormedicino",cardiología,,,,,,,tutum + -logi,,,,
tutumnarem,derived,t,,FALSE,gentle; gently,,,"gentil, amable, dulce, agradable; gentilmente",,,,,,,tutum + narem,,,,
Tuvalu,proper word,su n,,TRUE,Tuvalu,,Tuvalo,Tuvalu,,,,,,dexa,"Tuvalusa (Tuvalu), Englisa (Tuvalu)",,,,
Tuvaluli,derived,t,,FALSE,Tuvaluan,,tuvala; tuvale,"tuvaluano [-a, -e]",,,,,,,Tuvalu + -li,,,,
Tuvalusa,derived,b,,FALSE,Tuvaluan (language),,la tuvala (lingvo),(idioma) tuvaluano,,,,,,basa,Tuvalu + -sa,,,,
Tuvaluyen,derived,b,,FALSE,Tuvaluan (person),,tuvalano,"tuvaluano [-a, -e] (_persona_)",,,,,,,Tuvalu + -yen,,,,
twalete,root,b,,TRUE,toilet,,necesejo,"inodoro, retrete, escusado,​ váter, taza del baño, bacín",,,,,,,"Englisa (toilet), Fransesa (toilettes), Doycisa (Toilette), Indonesisa (toilet), Niponsa (トイレット “toyreto”), Turkisa (tuvalet), Parsisa (توالت “tualet”)",,,,
tweji,root,b.nenoj,,TRUE,retirement; retire,,emeriteco; emeritiĝi,"retiro, jubilación; retirarse, jubilarse",,,,,,,"Putunhwa (退职 “tweyji”), Hangusa (퇴직 “twejik”)",,,,
tyan,root,b,,TRUE,"dot, point, period, spot",,punkto,"punto, mancha, lunar",,,,,,,"Putunhwa (点 “diǎn”), Niponsa (点 “ten”)",,,,
tyao,root,b.oj,,TRUE,"jump, leap; jump, leap",,salto; salti,salto; saltar,,,,,,,Putunhwa (跳 “tiào”),,,,
tyenga,root,b,,TRUE,"swan, _Cygnus_",,cigno,"cisne, _Cygnus_",,,,,,"hewan, piu","Putunhwa (天鹅 “tiān'é”), Vyetnamsa (thiên nga)",,,,
tyojan,root,b.oj,,TRUE,"challenge, dare, defiance; challenge, dare, defy, question",,defio; defii,"reto, desafío; retar, desafiar",,,,,,,"Putunhwa (挑战 “tyawjan”), Hangusa (도전 “tojan”)",,,,
u,root,par,,TRUE,general present tense marker,,(nedeviga verba partikulo kun la signifo de [nun] aŭ [du] por eviti riskon de konfuzi la sinsekvo _substantivo_ _verbo_ kun kumetaĵo _substantivo-substantivo_ dum formala parolado),(_marcador general opcional del presente simple_),,,,,,,"Am oko nun, du-",,,,
uflasi,root,b.oro,,TRUE,"bankruptcy, insolvency; go bankrupt, bankrupt, become insolvent",,"bankroto; bankroti, bankrotigi","bancarrota, quiebra, insolvencia; quebrar, arruinar",,,,,,ekonomi,"Arabisa (مُفْلِس “muflis”, إِفْلَاس “iflas”), Turkisa (müflis, iflas), Parsisa (مفلس “mofles”, افلاس “eflas”), Swahilisa (-filisi, ufilisi), Malaysisa (muflis)",,,,
ufuku,root,b,,TRUE,horizon,,horizonto,horizonte,,,,,,,"Arabisa (الأفق “alufuk”), Turkisa (ufuk), Parsisa (افق “afoku”)",,,,
Uganda,proper word,su n,,TRUE,Uganda,,Ugando,Uganda,,,,,,dexa,Swahilisa (Uganda),,,,
Ugandali,derived,t,,FALSE,Ugandan,,uganda; ugande,"ugandés [a, e]",,,,,,,Uganda + -li,,,,
Ugandayen,derived,b,,FALSE,Ugandan,,ugandano,"ugandés [a, e] (_persona_)",,,,,,,Uganda + -yen,,,,
uje,root,m,,TRUE,already,,jam,ya,,,,,,,"Rusisa (уже “uzhe”), Englisa (yet), Espanisa (ya), Portugalsa (já)",,,,
ujira,root,b,,TRUE,"wage, salary",,"salajro, laborpago","salario, paga",,,,,,ekonomi,"Arabisa (أَجْر “ajr”, أُجْرَة “ujra”), Turkisa (ücret), Parsisa (اجرت “ojrat”), Swahilisa (ujira)",,,,
ukabu,root,b,,TRUE,eagle,,aglo,"águila, _Accipitridae_",,,,,,"hewan, piu","Arabisa (عقاب “ʿuqāb”), Parsisa (عقاب “oqâb”), Hindi (उक़ाब “uqāb”)",,,,
Ukraina,proper word,su n,,TRUE,Ukraine,,"Ukrainio, Ukrainujo, Ukrajno",Ucrania,,,,,,dexa,Ukrainasa (Україна “Ukrayina”),,,,
Ukrainali,derived,t,,FALSE,Ukrainian,,ukraina; ukraine,"ucraniano [-a, -e]",,,,,,,Ukraina + -li,,,,
Ukrainasa,derived,b,,FALSE,Ukrainian (language),,la ukraina (lingvo),(idioma) ucraniano,,,,,,basa,Ukraina + -sa,,,,
Ukrainayen,derived,b,,FALSE,Ukrainian (person),,ukraino,"ucraniano [-a, -e] (_persona_)",,,,,,,Ukraina + -yen,,,,
ukungu,root,b,,TRUE,"fog, mist, haze",,nebulo,"niebla, neblina, bruma, calima",,,,,,,Swahilisa (ukungu),,,,
ultra,root,p,,TRUE,"beyond, over",,preter,"más allá de, allende",,,,,,,"Englisa (ultra-), Doycisa (Ultraschall), Fransesa (ultrason), Espanisa (ultrasonido), Rusisa (ультразвук “ultrazvuk”), Indonesisa (ultrasonik, ultraungu), Pilipinasa (ultrabiyoleta, ultralila), Turkisa (ultrason), Italisa (oltre)",,,,
ultra-,affix,lfik,,TRUE,"super-, ultra-, beyond",,preter-,"ultra-, super-, supra-",,,,,,,Am oko ultra.,,,,
ultrajiwa,derived,b.oj,,FALSE,survival; survive,,"pretervivo, travivo; pretervivi, travivi",supervivencia; sobrevivir,,,,,,,ultra- + jiwa,,,,
ultrali,derived,t,,FALSE,from beyond,,,de más allá,,,,,,,ultra + -li,,,,
ultranaturali,derived,t,,FALSE,supernatural; supernaturally,,supernatura; supernature,sobrenatural,,,,,,,ultra- + natura + -li,,,,
ultrapasa,derived,b.oj,,FALSE,"pass by, surpass",,preterpaso; preterpasi,superar,,,,,,,ultra- + pasa,,,,
ultraya,derived,b.oj,,FALSE,beyondness; be beyond,,pretereco; esti preter,más allá; estar más allá de,,,,,,,ultra + -ya,,,,
uma,root,b,,TRUE,"horse, _Equidae_",,ĉevalo,"caballo, _Equidae_",,,,,,hewan,"Niponsa (馬 “uma”), Putunhwa (马 “mǎ”)",,,,
umasa,derived,b.nenoj,,FALSE,neigh,,"ĉevalbleko, heno; ĉevalbleki, heni",relincho; relinchar,,,,,,,uma + -sa,,,,
umumi,root,t,,TRUE,"general; generally, in general",,ĝenerala; ĝenerale,general,,,,,,,"Arabisa (عموما “eumumaan”), Parsisa (عمومی “umumi”), Indonesisa (umum), Turkisa (umumî)",,,,
un,root,num,,TRUE,"one, a",,unu,"un(o), una, une, 10^0",,"eins, ein",,,,,"Englisa (one, uni-, an), Fransesa (un), Doycisa (ein), Espanisa (un), Pilipinasa (uno)",,,,
