Word,Category,WordClass,OfficialWord,TranslationEng,SearchTermsEng,TranslationEpo,TranslationSpa,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,TranslationFra,TranslationRus,TranslationZho
resta,root,n/f.oro.b,TRUE,"remainder, (the) rest; stay, remain, leave (behind), keep",,"resto, restaĵo, cetero; resti, restigi","resto; quedarse, permanecer, restar, dejar",,,,,,"Englisa (rest), Fransesa (reste), Doycisa (Rest), Rusisa (остаток “ostatok”), Espanisa (resto, restar)",,,
restado,derived,t,FALSE,"left (behind), remaining, (the) rest of","left, left behind, rest, the rest of, rest of","restigita, cetera; restigite, cetere","dejado atrás, restante",,,,,,resta + -do,,,
restane,derived,t,FALSE,remaining,,"restanta, cetera; restante, cetere",restante,,,,,,resta + -ne,,,
restoran,root,n,TRUE,restaurant,,restoracio,restaurante,,,,,dom,"Doycisa, Englisa, Espanisa, Fransesa, Rusisa, Hindisa (रेस्टोरेंट ""restorent""), Telugusa (రెస్టారెంట్ ""restarent""), Parsisa (رستوران ""resturan""), Turkisa (restoran), Indonesisa (restoran), Pilipinasa (restawran), Niponsa (レストラン ""resutoran""), Hangusa (레스토랑 ""resutoran"")",,,
resulta,root,n/f.oj,TRUE,"result, outcome; result (in)",,rezulto; rezulti,resultado; resultar (en),,,,,,"Englisa (result), Fransesa (résultat), Doycisa (Resultat), Rusisa (результат “rezultat”), Espanisa (resultado), Pilipinasa (resulta)",,,
resurso,root,n,TRUE,resource,,"rimedo, resurso",recurso,,,,,,"Englisa (resource), Fransesa (ressource), Doycisa (Ressource), Rusisa (ресурс “resurs”), Espanisa (recurso), Pilipinasa (rekurso)",,,
retil,root,n/f.nenoj,TRUE,"crawl, creep",,rampo; rampi,"gatear, reptar, arrastrarse, deslizarse",,,,,,"Latinsa (reptilis, reptile, repere), Englisa (reptile, reptilian, Reptilia), Fransesa (reptile), Espanisa (reptil, reptar), Doycisa (Reptil), Indonesisa (reptil), Rusisa (рептилия “reptiliya”), Pilipinasa (reptilya), Swahilisa (reptilia)",,,
retilyen,derived,n,FALSE,reptile,,"rampulo, rampaĵo, reptilio","reptil, _Sauropsida_",,,,,hewan,retil + -yen,,,
rewmati,root,n,TRUE,"rheumatism, rheum",,reŭmatismo,"reumatismo, reuma",,,,,,"Englisa (rheumatism), Espanisa (reumatismo), Fransesa (rhumatisme), Rusisa (ревматизм ""revmatizm""), Doycisa (Rheuma, Rheumatismus), Indonesisa (rematik), Pilipinasa (rayuma, reuma), Niponsa (リウマチ ""riumaci"", リューマチ ""ryumaci""), Turkisa (romatizma), Hangusa (류머티즘 ""ryumotijum""), Parsisa (روماتيسم ""rumâtism"")",,,
reylu,root,n,TRUE,rail,,relo,riel,,,,,,"Englisa (rail), Espanisa (raíl, riel), Fransesa (rail), Rusisa (рельс ""rels""), Indonesisa (rel), Pilipinasa (riles), Hindisa (रेलवे ""relwey""), Niponsa (レール ""reru""), Telugusa (రైలు ""raylu""), Vyetnamsa (đường rầy), Hangusa (레일 ""reyl""), Parsisa (ریل ""reyl""), Swahilisa (reli)",,,
ri-,affix,lfik,TRUE,re- (_again_),,re-,re- (_otra vez_),,,,,,"Englisa (re-), Fransesa, Italisa (ri-), Espanisa",,,
riadres,derived,n/f.oj,FALSE,forward (_mail_),,plusendo; plusendi,reenviar,,,,,,ri- + adres,,,
ricu,derived,n/f.nenoj,FALSE,repeat,,ripetiĝo; ripetiĝi,repetirse,,,,,,ri- + -cu,,,
ridoxo,derived,n/f.oj,FALSE,reread,,relego; relegi,releer,,,,,,ri- + doxo,,,
rieskri,derived,n/f.oj,FALSE,rewrite,,reskribo; reskribi,reescribir,,,,,,ri- + eskri,,,
rifale,derived,n/f.oj,FALSE,redo,,refarado; refari,rehacer,,,,,,ri- + fale,,,
rigi,derived,n/f.oj,FALSE,repeat,,ripeto; ripeti,repetir,,,,,,ri- + -gi,,,
rikrimenyen,derived,n,FALSE,recividist,,rekrimanto,reincidente,,,,,,ri- + krimen + -yen,,,
rinjon,root,n/f.oro.b,TRUE,bell; ring,,sonorilo; sonori,"campana, timbre; sonar, doblar, timbrar",,,,,,"Putunhwa (鈴 ""ling"", 叮咚 ""dingdong""), Niponsa (鈴 ""rin"", ジリリリリン ""jiririririn"", ピンポン ""pimpon""), Doycisa (klingeling, klingeln), Englisa (ring ring, ding dong), Espanisa (rin rin), Fransesa (dring dring), Indonesisa (kring kring), Pilipinasa (kring kring), Vyetnamsa (reng, bính bong), Hindisa (रिंगटोन ""rington""), Telugusa (రింగ్‌టోన్ ""ring‌ton""), Arabisa (تــرن تــرن ""terren terren""), Hangusa (따르릉 따르릉 ""tarurung tarurung"", 종 ""jong"", 초인종 ""coinjong""), Rusisa (дзынь-дзынь ""dzin-dzin"", динь-дон ""dindon""), Turkisa (zır zır), Parsisa (زنگ ""zang""), Swahilisa (kengele)",,,
rioko,derived,n/f.oj,FALSE,"see again, meet again",,revido; revidi,"volver a ver, volver a encontrarse",,,,,,ri- + oko,,,
ripul,derived,t,FALSE,again,,"denova; denove, ree","otra vez, de nuevo",,,,,,ri- + -pul,,,
risasi,root,n,TRUE,lead,,plumbo,"plomo, Pb",,,,,kimikali monlari,"Arabisa (رَصَاص “rasas”), Swahilisa (risasi)",,,
risehacu,derived,n/f.nenoj,FALSE,"recover, get well again",,resaniĝo; resaniĝi,recuperarse,,,,,,ri- + seha + -cu,,,
risi,root,n,TRUE,rice,,rizo,arroz,,,,,yamxey,"Arabisa (أَرُزّ “ʾaruzz”, رُزّ “ruzz”), Englisa (rice), Doycisa (Reis), Fransesa (riz), Espanisa (arroz), Rusisa (рис “ris”), Tamilsa (அரிசி “arici”), Niponsa (ライス “raisu”)",,,
risko,root,n/f.oro.a,TRUE,"risk; risk, take risks, take a chance",,risko; riski,riesgo; arriesgarse,,,,,,"Doycisa (Risiko, riskieren), Englisa (risk), Fransesa (risque), Espanisa (riesgo), Rusisa (риск “risk”), Indonesisa (risiko), Turkisa (risk, riziko), Niponsa (リスク “risuku”)",,,
ritmo,root,n,TRUE,rhythm,,ritmo,ritmo,,,,,,"Englisa (rhythm “ridm”), Espanisa (ritmo), Fransesa (rythme “ritm”), Rusisa (ритм “ritm”), Indonesisa (ritme), Doycisa (Rhythmus), Niponsa (リズム “rizumu”), Turkisa (ritim, ritm), Hangusa (리듬 “ridum”), Parsisa (ریتم “ritm”)",,,
roboti,root,n,TRUE,robot,,roboto,robot,,,,,,"Englisa (robot, robotic(s)), Espanisa (robot, robótico), Fransesa (robot, robotique), Rusisa (робот “robot”), Indonesisa (robot), Pilipinasa, Hindisa (रोबोट “robot”, रोबॉटिक्स “robotiks”), Arabisa (رُوبُوت “robot”, رُوبُوتِيّ‎ “robotiy”), Niponsa (ロボット “roboto”, ロボティックス “robotikkusu”), Telugusa (రోబోట్ “robot”), Turkisa (robot, robotik), Hangusa (로봇 “robot”), Vyetnamsa (rô-bốt), Parsisa (روبات “robat”, رباتیک‎ “robatik”), Swahilisa (roboti)",,,
robotilogi,derived,n,FALSE,robotics,,robotiko,robótica,,,,,,roboti + -logi,,,
rodyum,root,n,TRUE,rodium,,rodio,"rodio, Rh",,,,,kimikali monlari,"Englisa (rodium), Espanisa (rodio), Arabisa (رُودْيُوم “rudyum”), Fransesa (rhodium), Rusisa (родий “rodiy”), Indonesisa (rodium), Doycisa (Rhodium), Niponsa (ロジウム “rojiumu”), Telugusa (రోడియం “rodiyam”), Turkisa (rodyum), Hangusa (로듐 “rodyum”), Vyetnamsa (rhodi), Parsisa (رودیم “rodyom”), Swahilisa (rhodi), Pilipinasa (rodyo, rhodium)",,,
roketi,root,n,TRUE,rocket,,raketo,cohete,,,,,,"Englisa (rocket, rocketing), Rusisa (ракета “raketa”), Doycisa (Rakete), Indonesisa (roket), Turkisa, Hindisa (रॉकेट “roket”), Niponsa (ロケット “roketo”), Telugusa (రాకెట్ “raket”), Hangusa (로켓 “roket”), Parsisa (راکت “raket”), Swahilisa (roketi)",,,
rol,root,n/f.oro.a,TRUE,"role, part; play a role, participate, take part, be involved (in)","role, part, play a role, participate, take part, be involved, involved","rolo; roli, partopreni, preni parton (en)","papel, rol; desempeñar un papel, participar, involucrarse (en)",,,,,,"Englisa (role), Fransesa (rôle), Doycisa (Rolle), Rusisa (роль “rol”), Espanisa (rol), Turkisa (rol), Parsisa (رل “rol”)",,,
rolyen,derived,n,FALSE,participant,,partoprenanto,participante,,,,,,rol + -yen,,,
rolyuxi,derived,n/f.oro.a,FALSE,"role-playing game, RPG; roleplay",,rolludo; rolludi,"juego de rol, RPG; actuar",,,,,,rol + yuxi,,,
rosa,root,n,TRUE,rose,,rozo,"rosa (_flor_), _Rosa_",,,,,,"Englisa (rose), Doycisa (Rose), Fransesa (rose), Espanisa (rosa), Rusisa (роза “roza”), Indonesisa (ros), Pilipinasa (rosas), Parsisa (رز “roz”)",,,
rosmari,root,n,TRUE,"rosemary, _Salvia rosmarinus_",,rosmareno,"romero, _Salvia rosmarinus_",,,,,"planta, yamxey","Englisa (rosemary), Espanisa (romero), Fransesa (romarin), Rusisa (розмарин ""rozmarin""), Doycisa (Rosmarin), Italisa (rosmarino), Indonesisa (rosemary), Pilipinasa (romero), Niponsa (ローズマリー ""rozumari""), Karnatakasa (ರೋಸ್‌ಮರಿ ""rosmari""), Tamilsa (ரோசுமேரி ""rosumeri""), Hangusa (로즈메리 ""rojumeri""), Parsisa (رزماری ""rozmâri"")",,,
roso,root,t,TRUE,red,,"ruĝa, ruĝe",rojo,,,,,kolor,"Doycisa (rot), Espanisa (rojo), Italisa (rosso)",,,
rosopanda,derived,n,FALSE,"red panda, lesser panda, panda, _Ailuridae_",,"ruĝa pando, malgranda pando","panda rojo, panda menor, _Ailurus fulgens_",,"lilpanda, panda",,,,roso + panda,,,
rota,root,n/f.oro.b,TRUE,"rotation; rotate, turn (around)",,"rotacio, turno; rotacii, turniĝi, turni","rotación; girar, rotar",,,,,,"Doycisa (Rotation), Englisa (rotate), Espanisa (rotar), Fransesa (rotation), Polskasa (rotacja), Indonesisa (rotasi), Turkisa (rotasyon)",,,
roti,root,n,TRUE,bread,,pano,pan,,,,,yamxey,"Hindisa (रोटी “roti”), Indonesisa (roti), Telugusa (రొట్టె “rotte”), Doycisa (Brote), Somalisa (rooti)",,,
roya,root,n/f.oro.a,TRUE,dream,,sonĝo; sonĝi,sueño; soñar,,,,,,"Arabisa (رُؤْيَا “ruya”), Parsisa (رویا “roya”), Turkisa (rüya)",,,
ru-,affix,lfik,TRUE,"retro-, re- (_back_), from back, backward, backwards",,"retro-, re-","retro-, re-, hacia atrás, al revés",,,,,,Am oko _ruke_.,,,
ruaksyon,derived,n/f.nenoj,FALSE,reaction; react,,"reago, reakcio; reagi, reakcii",reacción; reaccionar,,,,,,ru- + aksyon,,,
ruata,derived,n/f.nenoj,FALSE,"return, come back",,reveno; reveni,"regreso, vuelta; regresar, volver",,,,,,ru- + ata,,,
rubahe,root,n,TRUE,fox,,vulpo,"zorro, _Vulpini_",,,,,hewan,"Parsisa (روباه “rubah”), Indonesisa (rubah)",,,
rubidyum,root,n,TRUE,rubidium,,rubidio,"rubidio, Rb",,,,,kimikali monlari,"Englisa (rubidium), Putunhwa (銣 “ru”), Espanisa (rubidio), Arabisa (رُوبِيدْيُوم “rubidyum”), Fransesa (rubidium), Rusisa (рубидий “rubidiy”), Indonesisa (rubidium), Doycisa (Rubidium), Niponsa (ルビジウム “rubijiumu”), Telugusa (రుబీడియం “rubidiyam”), Turkisa (rubidyum), Hangusa (루비듐 “rubidyum”), Vyetnamsa (rubiđi), Parsisa (روبیدیم “rubidyom”), Swahilisa (rubidi), Pilipinasa (rubidyo, rubidyum)",,,
rubin,root,n,TRUE,ruby,,rubeno,rubí,,,,,petra,"Englisa (ruby), Espanisa (rubí), Rubis (rubis), Rusisa (рубин “rubin”), Doycisa (Rubin), Indonesisa (rubi), Pilipinasa, Swahilisa, Niponsa (ルビー “rubi”), Hangusa (루비 “rubi”)",,,
rucudu,derived,n/f.oj,FALSE,take back,,repreno; repreni,devolver,,,,,,ru- + cudu,,,
ruderfordyum,root,n,TRUE,rutherfordium,,ruterfordio,"rutherfordio, Rf",,,,,kimikali monlari,"Englisa (rutherfordium), Putunhwa (鑪 “lu”), Hindisa (रदरफोर्डियम “radarfordiyam”), Espanisa (rutherfordio), Arabisa (رُوذَرْفُورْدِيُوم “rodarfordiyum”), Fransesa (rutherfordium), Rusisa (резерфордий “rezerfordiy”), Indonesisa (ruterfordium), Doycisa (Rutherfordium), Niponsa (ラザホージウム “razahojiumu”), Telugusa (రూదర్‌ఫోర్డియం “rudarfordiyam”), Turkisa (rutherfordiyum), Hangusa (러더포듐 “radapodyum”), Vyetnamsa (rutherfordi), Parsisa (رادرفوردیم “raderfordiyom”), Swahilisa (rutherfordi), Pilipinasa (ruterpordyo)",,,
rufleksili,derived,t,FALSE,retroflex,,retrofleksa,retroflejo,,,,,,ru- + fleksi + -li,,,
rugibe,derived,n/f.oj,FALSE,"return, give back",,redono; redoni,devolver,,,,,,ru- + gibe,,,
ruho,root,n,TRUE,"spirit, soul",,"animo, spirito","espíritu, alma",,,,,,"Arabisa (روح “ruh”), Parsisa (روح “ruh”), Indonesisa (roh), Turkisa (ruh), Swahilisa (roho)",,,
ruidi,derived,n/f.nenoj,FALSE,"return, go back",,reiro; reiri,"regreso, vuelta; regresar, volver",,,,,,ru- + idi,,,
rujiwa,derived,n/f.nenoj,FALSE,"resurrection, resuscitation, revival; revive, resurrect, resuscitate",,"reviviĝo, resurekto; reviviĝi, resurekti","resurrección; resucitar, revivir",,,,,,ru- + jiwa,,,
ruke,root,n,TRUE,"back, rear",,"malantaŭo, dorso","espalda, parte de atrás; estar detrás",,,,,,"Doycisa (Rucksack), Rusisa (рюкзак “ryukzak”)",,,
rukebao,derived,n,FALSE,backpack,,"dorsosako, tornistro",mochila,,,,,,ruke + bao,,,
rukeosto,derived,n,FALSE,"backbone, spine",,"vertebraro, spino",columna (vertebral),,,,,jismulogi,ruke + osto,,,
rukeostoyen,derived,n,FALSE,vertebrate,,vertebrulo,"vertebrado, _Vertebrata_",,,,,hewan,ruke + osto + -yen,,,
rukone,derived,n/f.oj,FALSE,recognition; recognize (_identify_) ,,rekono; rekoni,reconocimiento; reconocer,,,,,,ru- + kone,,,
rum,root,n,TRUE,rum,,rumo,ron,,,,,,"Englisa (rum), Doycisa, Indonesisa, Vyetnamsa, Espanisa (ron), Pilipinasa, Fransesa (rhum), Putunhwa (兰姆酒 “lanmujyu”), Hindisa (रम “ram”), Arabisa (رَم “ram”), Niponsa (ラム酒 “ramuxu”), Turkisa (rom), Hangusa (럼 “ram”), Parsisa (رم “rom”), Swahilisa (ramu)",,,
Rumani,proper noun,n,TRUE,Romania,,"Rumanio, Rumanujo",Rumania,,,,,dexa,"Rumanisa (Romania), Espanisa (Rumania), Rusisa (Румыния “Rumyniya”)",,,
Rumanili,derived,t,FALSE,Romanian,,rumana,rumano,,,,,,Romani + -li,,,
Rumanisa,derived,n,FALSE,Romanian (language),,la rumana (lingvo),rumano (_idioma_),,,,,basa,Romani + -sa,,,
Rumaniyen,derived,n,FALSE,Romanian (person),,rumano,rumano (_persona_),,,,,,Romani + -yen,,,
Rundi,proper noun,n,TRUE,Burundi,,"Burundo, Burundio",Burundi,,,,,dexa,Rundisa (Uburundi),,,
ruoko,derived,n/f.oj,FALSE,look back,,"rerigardo; reigardi, rigardi (reen), rigardi (malantaŭen)",mirar atrás,,,,,,ru- + oko,,,
rupaya,derived,n/f.oj,FALSE,repayment; repay,,repago; repagi,reembolso; reembolsar,,,,,,ru- + paya,,,
rupel,derived,n/f.oj,FALSE,push back,,"repelo, repuŝo; repeli, repuŝi",hacer retroceder,,,,,,ru- + pel,,,
Rusi,proper noun,n,TRUE,Russia,,"Rusio, Ruslando, Rusujo",Rusia,,,,,dexa,"Rusisa (Россия “Rossiya”, русский “russkiy”)",,,
Rusili,derived,t,FALSE,Russian,,rusa,ruso,,,,,,Rusi + -li,,,
Rusisa,derived,n,FALSE,Russian (language),,la rusa (lingvo),ruso (_idioma_),,,,,basa,Rusi + -sa,,,
Rusiyen,derived,n,FALSE,Russian (person),,ruso,ruso (_persona_),,,,,,Rusi + -yen,,,
rusoti,derived,n,FALSE,echo,,"eĥo, ekoo",eco,,,,,,ru- + soti,,,
rutenyum,root,n,TRUE,ruthenium,,rutenio,"rutenio, Ru",,,,,kimikali monlari,"Englisa (ruthenium), Espanisa (rutenio), Arabisa (رُوتِينْيُوم “rutinyum”), Fransesa (ruthénium), Rusisa (рутений “ruteniy”), Indonesisa (rutenium), Doycisa (Ruthenium), Niponsa (ルテニウム “ruteniumu”), Telugusa (రుథేనియం “ruteniyam”), Turkisa (rutenyum), Hangusa (루테늄 “rutenyum”), Vyetnamsa (rutheni), Parsisa (روتنیم “rutenyom”), Swahilisa (rutheni), Pilipinasa (rutenyo)",,,
rutina,root,n,TRUE,routine,,"rutino, kutimo",rutina,,,,,,"Doycisa (Routine), Englisa (routine), Espanisa (rutina), Fransesa (routine), Rusisa (рутина “rutina”), Arabisa, Parsisa (روتین “rutin”), Indonesisa (rutin), Turkisa (rutin), Niponsa (ルーチン “rucin”), Hangusa (루틴 “rutin”)",,,
rutyao,derived,n/f.oro.b,FALSE,"bounce, rebound, spring (back), ricochet",,"resalto; resalti, resaltigi","bote, rebote; botar, rebotar",,,,,,ru- + tyao,,,
ruwoju,derived,n/f.oj,FALSE,"support (_from behind or metaphorically_), back (up)",,apogo; apogi,apoyar,,,,,,ru- + woju,,,
Rwanda,proper noun,n,TRUE,Rwanda,,Ruando,Ruanda,,,,,dexa,"Englisa (Rwanda), Fransesa (Rwanda), Kinyarwanda (Rwanda), Swahilisa (Rwanda)",,,
sabar,root,t,TRUE,patient,,pacienca; pacience,paciente,,,,,,"Arabisa (صبور “sabur”), Parsisa (صبور “sabur”), Turkisa (sabır), Indonesisa (sabar)",,,
sabarya,derived,n,FALSE,patience,,pacienco,paciencia,,,,,,sabar + -ya,,,
sabe,root,num,TRUE,seven,,sep,siete,,,,,,"Arabisa (سبعة “sabʿa”), Swahilisa (saba), Englisa (seven), Hindisa (सप्त “sapt”), Doycisa (sieben)",,,
sabedes,derived,num,FALSE,seventy,,sepdek,setenta,,,,,,sabe + des,,,
sabedesyum,derived,t,FALSE,seventieth,,septdeka,septuagésimo,,,,,,sabe + des + -yum,,,
sabedin,derived,n,FALSE,week,,semajno,semana,,,,,,sabe + -din,,,
sabegon,derived,n,FALSE,"heptagon, septagon",,"sepangulo, seplatero",heptágono,,,,,,sabe + gon,,,
sabeple,derived,t,FALSE,"septuple, sevenfold",,sepobla; sepoble,séptuple,,,,,,sabe + -ple,,,
sabeyum,derived,t,FALSE,seventh,,sepa; sepe,séptimo,,,,,,sabe + -yum,,,
sabike,root,n/f.oro.a,TRUE,race (_competition_); race,,"vetkuro, kurkonkurenco, kurumo",carrera (_competencia_); competir en una carrera (contra),,,,,,"Arabisa (سِبَاق “sibak”, سَابَقَ “sabaka”, يُسَابِقُ‎‎ “yusabiku”), Parsisa (مسابقه “mosabeke”), Turkisa (müsabaka)",,,
sabotaje,root,n,TRUE,sabotage,,sabotado; saboti,sabotaje; sabotear,,,,,,"Englisa (sabotage), Espanisa (sabotaje), Fransesa (sabotage), Rusisa (саботаж ""sabotaj""), Doycisa (Sabotage), Portugalsa (sabotagem), Italisa (sabotaggio), Indonesisa (sabotase), Pilipinasa (sabotahe), Niponsa (サボタージュ ""sabotaju"", サボタージ ""sabotaji""), Turkisa (sabotaj), Hangusa (사보타주 ""sabotaju""), Parsisa (سابوتاژ ""sabotaj"")",,,
sabun,root,n/f.oj,TRUE,"soap; soap, lather",,sapo; sapumi,jabón; enjabonar,,,,,,"Englisa (soap), Fransesa (savon), Doycisa (Seife), Espanisa (jabón), Indonesisa (sabun), Pilipinasa (sabon), Niponsa (シャボン “shabon”), Vyetnamsa (xà bông), Hindisa (साबुन “sābun”), Telugusa (సబ్బు “sabbu”), Arabisa (صابون “ṣābūn”), Swahilisa (sabuni), Parsisa (صابون “sâbun”), Turkisa (sabun)",,,
sabunkaxa,derived,n,FALSE,soap-dish,,sapejo,jabonera,,,,,,sabun + -kaxa,,,
sabunli bulbula,derived,n,FALSE,soap bubble,,"sapveziko, sapobobelo",burbuja de jabón,,,,,,"sabun + -li, bulbula",,,
sabunpul,derived,t,FALSE,soapy,,sapa; sape,jabonoso,,,,,,sabun + -pul,,,
sabzi,root,n,TRUE,vegetable,,legomo,vegetal,,,,,yamxey,"Parsisa (سبزی “sabzi”), Hindisa (सबजी “sabji”), Turkisa (sebze)",,,
sabziyow,derived,n,FALSE,vegetable oil,,"vegetaĵa oleo, legoma oleo",aceite vegetal,,,,,,sabzi + yow,,,
